ID_venta,Sucursal,Fecha,ID_producto,Nombre_producto,Categoría_producto,Precio_unitario,Cantidad_vendida,Monto_total,ID_empleado,Nombre_empleado,Evaluación_atención,Descuento,Ubicación_cliente,Ciudad,Método_pago,Hora_venta
V2501,Sucursal 2,2023-02-01,4,Reloj,Calzado,120.0,5,80.0,E2,Pedro Gomez,5,20,Zona 3,Loja,Tarjeta de credito,Tarde
V2502,Sucursal 2,2023-01-20,2,Chaqueta de cuero,Accesorios,150.0,9,25.0,E2,Jose Lopez,3,20,Zona 2,Guayaquil,PayPal,Mañana
V2503,Sucursal 2,2023-03-07,7,Cargador inalambrico,Ropa,500.0,1,240.0,E4,Lucia Martinez,5,5,Zona 2,Quito,Transferencia,Noche
V2504,Sucursal 2,2023-02-12,4,Pantalones,Ropa,150.0,2,150.0,E1,Lucia Martinez,3,5,Zona 1,Ambato,PayPal,Noche
V2505,Sucursal 2,2023-03-13,7,Chaqueta de cuero,Calzado,120.0,2,1350.0,E3,Jose Lopez,2,15,Zona 2,Loja,Tarjeta de debito,Tarde
V2506,Sucursal 2,2023-03-28,4,Zapatos deportivos,Electronica,250.0,7,750.0,E1,Jose Lopez,5,15,Zona 1,Loja,PayPal,Noche
V2507,Sucursal 2,2023-01-14,9,Bicicleta,Ropa,300.0,3,1200.0,E3,Pedro Gomez,4,0,Zona 2,Quito,Efectivo,Mañana
V2508,Sucursal 2,2023-03-05,5,Auriculares Bluetooth,Accesorios,300.0,5,320.0,E2,Pedro Gomez,5,10,Zona 2,Quito,Tarjeta de credito,Mañana
V2509,Sucursal 2,2023-03-28,5,Cargador inalambrico,Electronica,120.0,8,480.0,E4,Lucia Martinez,1,0,Zona 1,Guayaquil,Tarjeta de debito,Noche
V2510,Sucursal 2,2023-01-20,7,Tablet,Calzado,250.0,4,270.0,E1,Carlos Perez,1,10,Zona 2,Cuenca,Efectivo,Tarde
V2511,Sucursal 2,2023-03-29,3,Pantalones,Accesorios,,1,,E1,Lucia Martinez,1,10,Zona 1,Cuenca,Efectivo,Tarde
V2512,Sucursal 2,2023-03-26,4,Tablet,Ropa,300.0,3,150.0,E1,Jose Lopez,1,20,Zona 2,Loja,Tarjeta de credito,Noche
V2513,Sucursal 2,2023-03-28,8,Cargador inalambrico,Accesorios,25.0,4,80.0,E3,Jose Lopez,5,15,Zona 3,Quito,PayPal,Tarde
V2514,Sucursal 2,2023-01-15,2,Tablet,Ropa,60.0,9,600.0,E1,Ana Garcia,2,15,Zona 2,Quito,Tarjeta de credito,Noche
V2515,Sucursal 2,2023-03-25,9,Tablet,Ropa,150.0,9,240.0,E2,Pedro Gomez,5,20,Zona 2,Quito,Transferencia,Mañana
V2516,Sucursal 2,2023-01-11,9,Pantalones,Ropa,60.0,1,200.0,E3,Carlos Perez,1,5,Zona 3,Loja,PayPal,Noche
V2517,Sucursal 2,2023-02-10,5,Cargador inalambrico,Ropa,,1,,E5,Pedro Gomez,3,10,Zona 1,Quito,Efectivo,Mañana
V2518,Sucursal 2,2023-01-31,5,Chaqueta de cuero,Electronica,120.0,6,1000.0,E5,Carlos Perez,1,15,Zona 3,Ambato,Tarjeta de credito,Tarde
V2519,Sucursal 2,2023-02-04,6,Zapatos deportivos,Calzado,150.0,1,1800.0,E4,Ana Garcia,2,10,Zona 3,Quito,Transferencia,Tarde
V2520,Sucursal 2,2023-01-22,4,Chaqueta de cuero,Ropa,80.0,7,240.0,E3,Pedro Gomez,4,0,Zona 3,Ambato,Efectivo,Noche
V2521,Sucursal 2,2023-01-03,9,Tablet,Ropa,80.0,5,240.0,E5,Jose Lopez,4,20,Zona 2,Cuenca,Tarjeta de debito,Noche
V2522,Sucursal 2,2023-03-19,10,Tablet,Electronica,150.0,3,25.0,E3,Ana Garcia,3,15,Zona 2,Quito,Tarjeta de debito,Mañana
V2523,Sucursal 2,2023-03-06,6,Reloj,Calzado,120.0,7,500.0,E4,Pedro Gomez,5,15,Zona 1,Cuenca,PayPal,Tarde
V2524,Sucursal 2,2023-03-15,1,Tablet,Calzado,250.0,6,180.0,E3,Lucia Martinez,3,15,Zona 3,Loja,Tarjeta de credito,Mañana
V2525,Sucursal 2,2023-02-22,6,Camiseta,Calzado,120.0,6,960.0,E2,Carlos Perez,1,15,Zona 3,Guayaquil,Efectivo,Tarde
V2526,Sucursal 2,2023-02-01,3,Smartphone,Ropa,150.0,5,150.0,E1,Carlos Perez,4,20,Zona 2,Cuenca,Tarjeta de credito,Noche
V2527,Sucursal 2,2023-01-05,5,Auriculares Bluetooth,Ropa,,4,,E2,Carlos Perez,4,10,Zona 3,Guayaquil,PayPal,Mañana
V2528,Sucursal 2,2023-03-14,7,Camiseta,Accesorios,120.0,4,1500.0,E2,Jose Lopez,1,15,Zona 1,Cuenca,PayPal,Mañana
V2529,Sucursal 2,2023-03-29,9,Tablet,Electronica,300.0,7,60.0,E4,Carlos Perez,5,20,Zona 1,Cuenca,Tarjeta de credito,Noche
V2530,Sucursal 2,2023-03-26,3,Zapatos deportivos,Accesorios,60.0,8,1200.0,E3,Ana Garcia,1,5,Zona 2,Guayaquil,Efectivo,Noche
V2531,Sucursal 2,2023-03-02,7,Bicicleta,Ropa,120.0,4,5000.0,E4,Jose Lopez,1,20,Zona 3,Quito,Transferencia,Tarde
V2532,Sucursal 2,2023-02-04,2,Camiseta,Electronica,250.0,9,2000.0,E2,Lucia Martinez,5,0,Zona 3,Cuenca,Transferencia,Tarde
V2533,Sucursal 2,2023-03-06,3,Bicicleta,Ropa,500.0,6,280.0,E3,Lucia Martinez,5,15,Zona 3,Ambato,Tarjeta de debito,Tarde
V2534,Sucursal 2,2023-01-03,8,Bicicleta,Electronica,150.0,4,3000.0,E1,Lucia Martinez,1,5,Zona 3,Quito,Efectivo,Tarde
V2535,Sucursal 2,2023-03-22,4,Bicicleta,Electronica,25.0,6,240.0,E4,Ana Garcia,3,15,Zona 2,Loja,Tarjeta de debito,Mañana
V2536,Sucursal 2,2023-02-25,3,Tablet,Electronica,150.0,4,240.0,E5,Lucia Martinez,1,20,Zona 1,Loja,Efectivo,Noche
V2537,Sucursal 2,2023-01-27,7,Cargador inalambrico,Electronica,80.0,8,640.0,E1,Carlos Perez,1,20,Zona 2,Loja,Efectivo,Mañana
V2538,Sucursal 2,2023-02-08,4,Reloj,Electronica,25.0,8,250.0,E5,Jose Lopez,5,10,Zona 2,Cuenca,Efectivo,Tarde
V2539,Sucursal 2,2023-03-03,7,Auriculares Bluetooth,Electronica,40.0,9,400.0,E4,Lucia Martinez,4,15,Zona 2,Ambato,Efectivo,Mañana
V2540,Sucursal 2,2023-02-07,2,Chaqueta de cuero,Electronica,25.0,1,1500.0,E4,Lucia Martinez,2,20,Zona 1,Ambato,Tarjeta de credito,Noche
V2541,Sucursal 2,2023-01-04,4,Camiseta,Electronica,120.0,9,240.0,E3,Ana Garcia,3,5,Zona 2,Ambato,Tarjeta de credito,Tarde
V2542,Sucursal 2,2023-03-21,4,Tablet,Electronica,25.0,6,1200.0,E5,Pedro Gomez,1,0,Zona 3,Guayaquil,Tarjeta de credito,Mañana
V2543,Sucursal 2,2023-03-29,4,Pantalones,Electronica,80.0,10,560.0,E3,Ana Garcia,4,20,Zona 2,Ambato,Tarjeta de debito,Noche
V2544,Sucursal 2,2023-03-10,4,Smartphone,Electronica,120.0,8,120.0,E4,Pedro Gomez,5,15,Zona 2,Quito,Transferencia,Noche
V2545,Sucursal 2,2023-03-20,3,Reloj,Ropa,500.0,5,60.0,E2,Pedro Gomez,1,15,Zona 3,Quito,Transferencia,Tarde
V2546,Sucursal 2,2023-01-07,5,Cargador inalambrico,Electronica,60.0,1,320.0,E3,Pedro Gomez,3,20,Zona 3,Ambato,Tarjeta de debito,Noche
V2547,Sucursal 2,2023-02-17,4,Smartphone,Ropa,120.0,5,1500.0,E2,Jose Lopez,2,10,Zona 1,Ambato,PayPal,Noche
V2548,Sucursal 2,2023-01-13,6,Pantalones,Accesorios,40.0,2,360.0,E2,Ana Garcia,2,5,Zona 1,Guayaquil,Efectivo,Noche
V2549,Sucursal 2,2023-02-08,6,Reloj,Ropa,80.0,4,800.0,E3,Carlos Perez,1,20,Zona 1,Quito,PayPal,Noche
V2550,Sucursal 2,2023-03-25,9,Pantalones,Electronica,500.0,3,300.0,E5,Jose Lopez,1,15,Zona 1,Cuenca,Tarjeta de credito,Noche
V2551,Sucursal 2,2023-03-12,1,Zapatos deportivos,Ropa,30.0,6,1000.0,E2,Pedro Gomez,3,10,Zona 2,Ambato,Transferencia,Mañana
V2552,Sucursal 2,2023-04-01,5,Auriculares Bluetooth,Electronica,40.0,3,2700.0,E5,Lucia Martinez,1,20,Zona 1,Quito,Efectivo,Tarde
V2553,Sucursal 2,2023-01-28,8,Bicicleta,Electronica,80.0,6,90.0,E3,Pedro Gomez,3,15,Zona 2,Loja,PayPal,Tarde
V2554,Sucursal 2,2023-02-13,6,Bicicleta,Accesorios,30.0,10,240.0,E1,Pedro Gomez,2,20,Zona 3,Cuenca,Efectivo,Tarde
V2555,Sucursal 2,2023-01-29,4,Bicicleta,Electronica,25.0,2,360.0,E2,Carlos Perez,5,5,Zona 2,Quito,PayPal,Tarde
V2556,Sucursal 2,2023-03-31,1,Pantalones,Ropa,,6,,E5,Carlos Perez,5,5,Zona 1,Ambato,PayPal,Mañana
V2557,Sucursal 2,2023-03-09,5,Bicicleta,Electronica,500.0,2,1500.0,E5,Jose Lopez,1,15,Zona 1,Cuenca,Efectivo,Noche
V2558,Sucursal 2,2023-01-13,4,Auriculares Bluetooth,Calzado,60.0,7,250.0,E5,Jose Lopez,5,20,Zona 2,Cuenca,PayPal,Tarde
V2559,Sucursal 2,2023-02-19,6,Camiseta,Electronica,250.0,1,210.0,E3,Pedro Gomez,3,5,Zona 1,Guayaquil,Transferencia,Noche
V2560,Sucursal 2,2023-03-01,7,Smartphone,Ropa,250.0,4,160.0,E4,Lucia Martinez,3,20,Zona 2,Ambato,Efectivo,Noche
V2561,Sucursal 2,2023-02-04,8,Reloj,Electronica,25.0,6,150.0,E3,Carlos Perez,4,15,Zona 1,Ambato,Transferencia,Mañana
V2562,Sucursal 2,2023-03-12,8,Reloj,Ropa,500.0,4,225.0,E5,Lucia Martinez,2,10,Zona 2,Cuenca,Transferencia,Noche
V2563,Sucursal 2,2023-03-20,6,Zapatos deportivos,Ropa,60.0,6,2250.0,E3,Ana Garcia,2,15,Zona 3,Ambato,Tarjeta de debito,Mañana
V2564,Sucursal 2,2023-01-12,3,Zapatos deportivos,Ropa,80.0,1,125.0,E2,Lucia Martinez,2,10,Zona 3,Cuenca,Transferencia,Noche
V2565,Sucursal 2,2023-02-27,5,Reloj,Accesorios,300.0,9,800.0,E3,Ana Garcia,5,20,Zona 1,Cuenca,Transferencia,Noche
V2566,Sucursal 2,2023-01-13,8,Zapatos deportivos,Ropa,300.0,3,80.0,E4,Ana Garcia,1,10,Zona 1,Quito,Tarjeta de credito,Noche
V2567,Sucursal 2,2023-02-17,1,Tablet,Accesorios,300.0,6,160.0,E2,Lucia Martinez,5,5,Zona 2,Guayaquil,Efectivo,Noche
V2568,Sucursal 2,2023-01-30,7,Reloj,Electronica,120.0,2,1800.0,E3,Carlos Perez,1,20,Zona 3,Guayaquil,Tarjeta de credito,Tarde
V2569,Sucursal 2,2023-02-20,1,Pantalones,Electronica,,6,,E2,Pedro Gomez,4,15,Zona 2,Ambato,Tarjeta de debito,Tarde
V2570,Sucursal 2,2023-02-17,4,Pantalones,Electronica,300.0,6,360.0,E4,Carlos Perez,3,10,Zona 1,Loja,Transferencia,Noche
V2571,Sucursal 2,2023-02-24,4,Camiseta,Accesorios,60.0,10,1080.0,E2,Ana Garcia,5,15,Zona 3,Quito,Tarjeta de credito,Mañana
V2572,Sucursal 2,2023-03-10,9,Pantalones,Ropa,80.0,9,360.0,E1,Lucia Martinez,5,15,Zona 2,Cuenca,Transferencia,Tarde
V2573,Sucursal 2,2023-01-18,2,Pantalones,Accesorios,300.0,9,150.0,E1,Jose Lopez,3,5,Zona 3,Loja,PayPal,Mañana
V2574,Sucursal 2,2023-02-09,4,Tablet,Ropa,80.0,10,160.0,E3,Carlos Perez,4,15,Zona 1,Loja,Tarjeta de credito,Tarde
V2575,Sucursal 2,2023-02-21,10,Bicicleta,Electronica,80.0,4,360.0,E1,Ana Garcia,4,10,Zona 1,Cuenca,Tarjeta de credito,Mañana
V2576,Sucursal 2,2023-02-09,7,Smartphone,Ropa,120.0,7,1200.0,E3,Carlos Perez,4,15,Zona 2,Quito,Tarjeta de credito,Noche
V2577,Sucursal 2,2023-02-02,9,Tablet,Electronica,40.0,8,5000.0,E5,Lucia Martinez,4,15,Zona 2,Quito,Efectivo,Noche
V2578,Sucursal 2,2023-01-07,2,Chaqueta de cuero,Electronica,150.0,3,300.0,E1,Pedro Gomez,2,15,Zona 2,Quito,Efectivo,Mañana
V2579,Sucursal 2,2023-03-19,1,Cargador inalambrico,Calzado,80.0,3,300.0,E5,Lucia Martinez,4,5,Zona 1,Guayaquil,PayPal,Tarde
V2580,Sucursal 2,2023-03-05,6,Pantalones,Ropa,80.0,2,200.0,E4,Carlos Perez,2,5,Zona 2,Guayaquil,Tarjeta de credito,Mañana
V2581,Sucursal 2,2023-03-27,6,Zapatos deportivos,Electronica,500.0,7,2000.0,E4,Jose Lopez,1,15,Zona 1,Guayaquil,Efectivo,Mañana
V2582,Sucursal 2,2023-03-08,9,Reloj,Accesorios,40.0,6,1050.0,E1,Jose Lopez,2,20,Zona 3,Loja,Tarjeta de debito,Tarde
V2583,Sucursal 2,2023-02-23,4,Chaqueta de cuero,Calzado,40.0,4,240.0,E2,Carlos Perez,5,10,Zona 1,Ambato,PayPal,Noche
V2584,Sucursal 2,2023-02-15,1,Bicicleta,Electronica,300.0,2,2400.0,E3,Jose Lopez,2,0,Zona 2,Loja,Tarjeta de debito,Noche
V2585,Sucursal 2,2023-03-30,1,Reloj,Accesorios,40.0,2,480.0,E3,Jose Lopez,5,20,Zona 2,Guayaquil,Tarjeta de credito,Tarde
V2586,Sucursal 2,2023-03-12,8,Tablet,Electronica,500.0,10,160.0,E3,Carlos Perez,1,0,Zona 1,Cuenca,PayPal,Mañana
V2587,Sucursal 2,2023-01-27,2,Chaqueta de cuero,Electronica,25.0,6,600.0,E3,Lucia Martinez,2,0,Zona 3,Quito,Tarjeta de debito,Noche
V2588,Sucursal 2,2023-01-20,5,Auriculares Bluetooth,Electronica,120.0,6,800.0,E1,Ana Garcia,5,5,Zona 2,Ambato,Tarjeta de credito,Noche
V2589,Sucursal 2,2023-03-28,7,Cargador inalambrico,Calzado,30.0,1,125.0,E1,Lucia Martinez,5,0,Zona 2,Guayaquil,Tarjeta de credito,Noche
V2590,Sucursal 2,2023-01-17,8,Cargador inalambrico,Electronica,500.0,6,480.0,E1,Pedro Gomez,5,20,Zona 2,Loja,PayPal,Tarde
V2591,Sucursal 2,2023-03-18,1,Bicicleta,Calzado,120.0,5,2500.0,E2,Pedro Gomez,4,5,Zona 1,Cuenca,Efectivo,Noche
V2592,Sucursal 2,2023-01-25,5,Reloj,Electronica,120.0,4,420.0,E5,Ana Garcia,4,20,Zona 2,Loja,Transferencia,Tarde
V2593,Sucursal 2,2023-01-04,6,Bicicleta,Ropa,80.0,7,300.0,E2,Pedro Gomez,5,5,Zona 2,Quito,Efectivo,Tarde
V2594,Sucursal 2,2023-01-08,8,Zapatos deportivos,Electronica,40.0,4,560.0,E2,Ana Garcia,1,10,Zona 1,Guayaquil,PayPal,Tarde
V2595,Sucursal 2,2023-01-25,4,Bicicleta,Ropa,30.0,6,240.0,E4,Pedro Gomez,4,0,Zona 2,Ambato,Tarjeta de credito,Mañana
V2596,Sucursal 2,2023-03-12,2,Zapatos deportivos,Electronica,80.0,2,225.0,E5,Jose Lopez,1,20,Zona 1,Loja,Tarjeta de debito,Mañana
V2597,Sucursal 2,2023-03-20,1,Smartphone,Ropa,25.0,7,640.0,E1,Jose Lopez,4,15,Zona 1,Ambato,Efectivo,Tarde
V2598,Sucursal 2,2023-03-12,10,Chaqueta de cuero,Electronica,250.0,6,250.0,E3,Pedro Gomez,2,5,Zona 3,Ambato,Transferencia,Tarde
V2599,Sucursal 2,2023-03-21,5,Camiseta,Ropa,30.0,9,300.0,E4,Jose Lopez,3,15,Zona 3,Ambato,Tarjeta de credito,Tarde
V2600,Sucursal 2,2023-01-03,2,Bicicleta,Accesorios,250.0,8,75.0,E1,Pedro Gomez,5,0,Zona 1,Cuenca,Transferencia,Mañana
V2601,Sucursal 2,2023-01-17,8,Smartphone,Electronica,80.0,9,300.0,E1,Jose Lopez,2,0,Zona 3,Quito,Transferencia,Tarde
V2602,Sucursal 2,2023-02-24,10,Auriculares Bluetooth,Ropa,80.0,9,175.0,E4,Carlos Perez,1,15,Zona 3,Loja,Efectivo,Tarde
V2603,Sucursal 2,2023-01-20,10,Chaqueta de cuero,Electronica,250.0,4,1500.0,E1,Ana Garcia,4,10,Zona 2,Ambato,Efectivo,Tarde
V2604,Sucursal 2,2023-03-06,4,Smartphone,Ropa,40.0,10,125.0,E2,Lucia Martinez,5,15,Zona 1,Loja,Efectivo,Mañana
V2605,Sucursal 2,2023-01-28,2,Chaqueta de cuero,Accesorios,30.0,4,600.0,E1,Carlos Perez,3,0,Zona 1,Guayaquil,Efectivo,Noche
V2606,Sucursal 2,2023-02-22,10,Reloj,Accesorios,300.0,3,240.0,E5,Ana Garcia,5,10,Zona 1,Quito,Efectivo,Tarde
V2607,Sucursal 2,2023-02-15,5,Auriculares Bluetooth,Accesorios,25.0,8,640.0,E1,Carlos Perez,1,10,Zona 3,Ambato,PayPal,Tarde
V2608,Sucursal 2,2023-03-13,4,Smartphone,Accesorios,60.0,3,750.0,E4,Pedro Gomez,1,0,Zona 1,Ambato,PayPal,Mañana
V2609,Sucursal 2,2023-02-03,8,Camiseta,Electronica,80.0,5,600.0,E5,Pedro Gomez,3,0,Zona 1,Cuenca,Tarjeta de debito,Tarde
V2610,Sucursal 2,2023-01-20,3,Cargador inalambrico,Electronica,150.0,5,2000.0,E4,Carlos Perez,3,20,Zona 2,Ambato,PayPal,Mañana
V2611,Sucursal 2,2023-01-12,4,Tablet,Electronica,60.0,7,1200.0,E1,Pedro Gomez,4,20,Zona 2,Ambato,Transferencia,Tarde
V2612,Sucursal 2,2023-01-28,2,Reloj,Ropa,60.0,7,240.0,E4,Ana Garcia,4,5,Zona 1,Loja,Efectivo,Noche
V2613,Sucursal 2,2023-03-20,4,Zapatos deportivos,Calzado,,1,,E5,Jose Lopez,4,20,Zona 2,Quito,Tarjeta de credito,Tarde
V2614,Sucursal 2,2023-01-05,6,Auriculares Bluetooth,Electronica,120.0,10,2500.0,E5,Ana Garcia,4,15,Zona 3,Guayaquil,PayPal,Mañana
V2615,Sucursal 2,2023-03-01,2,Tablet,Electronica,80.0,3,270.0,E2,Lucia Martinez,5,10,Zona 2,Quito,Efectivo,Mañana
V2616,Sucursal 2,2023-01-28,8,Zapatos deportivos,Ropa,80.0,4,2000.0,E5,Lucia Martinez,4,0,Zona 1,Loja,Tarjeta de debito,Mañana
V2617,Sucursal 2,2023-02-03,7,Pantalones,Accesorios,500.0,2,360.0,E4,Jose Lopez,3,15,Zona 2,Ambato,PayPal,Tarde
V2618,Sucursal 2,2023-02-23,6,Pantalones,Accesorios,40.0,5,1800.0,E4,Ana Garcia,2,15,Zona 3,Ambato,Tarjeta de debito,Noche
V2619,Sucursal 2,2023-03-22,1,Camiseta,Ropa,300.0,6,150.0,E1,Ana Garcia,1,10,Zona 2,Ambato,Efectivo,Mañana
V2620,Sucursal 2,2023-02-12,5,Auriculares Bluetooth,Electronica,30.0,5,450.0,E5,Carlos Perez,2,10,Zona 3,Cuenca,PayPal,Noche
V2621,Sucursal 2,2023-03-15,4,Pantalones,Electronica,,1,,E3,Lucia Martinez,4,10,Zona 1,Guayaquil,Transferencia,Tarde
V2622,Sucursal 2,2023-02-04,5,Reloj,Ropa,80.0,1,1200.0,E1,Ana Garcia,2,15,Zona 2,Quito,Tarjeta de debito,Tarde
V2623,Sucursal 2,2023-02-06,7,Chaqueta de cuero,Ropa,120.0,7,160.0,E5,Lucia Martinez,1,20,Zona 3,Quito,Tarjeta de debito,Noche
V2624,Sucursal 2,2023-01-24,6,Zapatos deportivos,Ropa,,1,,E2,Pedro Gomez,3,5,Zona 2,Loja,PayPal,Tarde
V2625,Sucursal 2,2023-02-02,6,Chaqueta de cuero,Ropa,500.0,3,120.0,E2,Jose Lopez,1,15,Zona 1,Quito,Tarjeta de credito,Mañana
V2626,Sucursal 2,2023-02-12,3,Tablet,Accesorios,60.0,10,600.0,E1,Lucia Martinez,3,20,Zona 3,Loja,PayPal,Mañana
V2627,Sucursal 2,2023-03-29,2,Tablet,Ropa,120.0,8,2500.0,E5,Pedro Gomez,2,10,Zona 1,Guayaquil,PayPal,Mañana
V2628,Sucursal 2,2023-03-04,9,Auriculares Bluetooth,Electronica,25.0,9,3000.0,E1,Jose Lopez,4,5,Zona 2,Cuenca,Transferencia,Mañana
V2629,Sucursal 2,2023-03-08,1,Smartphone,Electronica,300.0,10,180.0,E2,Pedro Gomez,4,0,Zona 3,Quito,Efectivo,Mañana
V2630,Sucursal 2,2023-03-10,9,Smartphone,Ropa,80.0,6,125.0,E2,Lucia Martinez,4,20,Zona 2,Quito,Transferencia,Tarde
V2631,Sucursal 2,2023-03-30,3,Zapatos deportivos,Ropa,,6,,E2,Ana Garcia,1,20,Zona 2,Loja,Tarjeta de debito,Noche
V2632,Sucursal 2,2023-02-23,2,Chaqueta de cuero,Electronica,25.0,7,300.0,E1,Ana Garcia,5,15,Zona 2,Loja,Efectivo,Noche
V2633,Sucursal 2,2023-03-05,5,Cargador inalambrico,Ropa,25.0,4,180.0,E4,Lucia Martinez,3,10,Zona 3,Ambato,Tarjeta de debito,Mañana
V2634,Sucursal 2,2023-01-27,6,Pantalones,Calzado,120.0,6,900.0,E3,Carlos Perez,2,20,Zona 2,Ambato,Transferencia,Tarde
V2635,Sucursal 2,2023-01-18,5,Chaqueta de cuero,Accesorios,40.0,7,800.0,E2,Carlos Perez,3,20,Zona 2,Guayaquil,Transferencia,Mañana
V2636,Sucursal 2,2023-03-22,1,Bicicleta,Electronica,,10,,E1,Carlos Perez,5,5,Zona 3,Guayaquil,PayPal,Mañana
V2637,Sucursal 2,2023-02-04,10,Zapatos deportivos,Ropa,150.0,4,50.0,E3,Carlos Perez,1,0,Zona 1,Loja,Transferencia,Noche
V2638,Sucursal 2,2023-01-19,7,Zapatos deportivos,Electronica,30.0,1,200.0,E2,Jose Lopez,3,10,Zona 3,Cuenca,Transferencia,Noche
V2639,Sucursal 2,2023-02-15,9,Smartphone,Electronica,,1,,E1,Lucia Martinez,3,15,Zona 1,Loja,Tarjeta de credito,Tarde
V2640,Sucursal 2,2023-03-06,5,Smartphone,Ropa,25.0,3,480.0,E2,Lucia Martinez,3,5,Zona 3,Guayaquil,Transferencia,Tarde
V2641,Sucursal 2,2023-01-13,3,Zapatos deportivos,Accesorios,80.0,10,360.0,E4,Lucia Martinez,2,10,Zona 2,Ambato,Tarjeta de credito,Mañana
V2642,Sucursal 2,2023-01-19,3,Smartphone,Electronica,60.0,10,120.0,E5,Lucia Martinez,3,0,Zona 3,Cuenca,Efectivo,Noche
V2643,Sucursal 2,2023-03-08,3,Camiseta,Electronica,25.0,9,750.0,E2,Lucia Martinez,4,5,Zona 3,Loja,Tarjeta de debito,Mañana
V2644,Sucursal 2,2023-02-01,9,Cargador inalambrico,Electronica,300.0,8,150.0,E4,Carlos Perez,3,10,Zona 1,Cuenca,Tarjeta de debito,Tarde
V2645,Sucursal 2,2023-01-12,6,Smartphone,Electronica,120.0,3,2500.0,E3,Carlos Perez,3,5,Zona 3,Cuenca,Tarjeta de credito,Mañana
V2646,Sucursal 2,2023-01-19,9,Smartphone,Electronica,60.0,3,400.0,E3,Ana Garcia,2,0,Zona 2,Quito,Efectivo,Tarde
V2647,Sucursal 2,2023-01-27,7,Smartphone,Accesorios,300.0,8,2500.0,E2,Lucia Martinez,1,10,Zona 2,Loja,Tarjeta de debito,Noche
V2648,Sucursal 2,2023-01-13,3,Chaqueta de cuero,Electronica,150.0,10,1080.0,E5,Lucia Martinez,2,5,Zona 2,Ambato,Tarjeta de credito,Noche
V2649,Sucursal 2,2023-04-01,2,Cargador inalambrico,Electronica,120.0,10,60.0,E5,Lucia Martinez,1,15,Zona 1,Ambato,Efectivo,Tarde
V2650,Sucursal 2,2023-02-11,10,Chaqueta de cuero,Accesorios,120.0,10,180.0,E4,Jose Lopez,4,15,Zona 2,Loja,Tarjeta de credito,Noche
V2651,Sucursal 2,2023-03-18,10,Smartphone,Electronica,80.0,8,900.0,E5,Ana Garcia,2,20,Zona 1,Quito,Efectivo,Mañana
V2652,Sucursal 2,2023-03-18,8,Smartphone,Ropa,150.0,10,2500.0,E4,Lucia Martinez,1,10,Zona 1,Quito,Efectivo,Mañana
V2653,Sucursal 2,2023-03-30,8,Chaqueta de cuero,Ropa,30.0,7,250.0,E3,Jose Lopez,1,20,Zona 3,Quito,Transferencia,Tarde
V2654,Sucursal 2,2023-01-01,4,Cargador inalambrico,Ropa,500.0,5,1000.0,E4,Pedro Gomez,1,10,Zona 3,Guayaquil,PayPal,Mañana
V2655,Sucursal 2,2023-01-10,5,Smartphone,Electronica,250.0,9,240.0,E1,Jose Lopez,4,5,Zona 3,Guayaquil,Tarjeta de debito,Tarde
V2656,Sucursal 2,2023-03-05,5,Auriculares Bluetooth,Accesorios,500.0,10,180.0,E5,Lucia Martinez,5,20,Zona 1,Guayaquil,Tarjeta de credito,Mañana
V2657,Sucursal 2,2023-01-27,9,Tablet,Electronica,500.0,3,1350.0,E3,Lucia Martinez,1,0,Zona 2,Guayaquil,Efectivo,Noche
V2658,Sucursal 2,2023-02-10,5,Smartphone,Electronica,150.0,10,750.0,E2,Ana Garcia,1,15,Zona 3,Quito,Tarjeta de credito,Mañana
V2659,Sucursal 2,2023-01-10,4,Camiseta,Ropa,30.0,1,30.0,E3,Lucia Martinez,5,10,Zona 1,Cuenca,Tarjeta de debito,Noche
V2660,Sucursal 2,2023-03-09,3,Tablet,Electronica,500.0,10,1080.0,E5,Lucia Martinez,3,15,Zona 2,Guayaquil,Transferencia,Tarde
V2661,Sucursal 2,2023-03-08,10,Camiseta,Electronica,40.0,2,80.0,E5,Pedro Gomez,3,10,Zona 2,Ambato,Tarjeta de credito,Tarde
V2662,Sucursal 2,2023-03-11,10,Cargador inalambrico,Ropa,300.0,5,1200.0,E2,Ana Garcia,4,10,Zona 2,Quito,Transferencia,Mañana
V2663,Sucursal 2,2023-01-11,4,Auriculares Bluetooth,Ropa,300.0,6,120.0,E2,Jose Lopez,5,20,Zona 1,Quito,Efectivo,Tarde
V2664,Sucursal 2,2023-03-02,10,Cargador inalambrico,Electronica,300.0,6,400.0,E5,Carlos Perez,5,10,Zona 1,Loja,Tarjeta de credito,Mañana
V2665,Sucursal 2,2023-02-12,7,Cargador inalambrico,Electronica,300.0,2,2100.0,E3,Carlos Perez,5,20,Zona 3,Cuenca,Tarjeta de debito,Mañana
V2666,Sucursal 2,2023-02-08,1,Cargador inalambrico,Calzado,30.0,4,720.0,E5,Pedro Gomez,2,0,Zona 2,Ambato,Tarjeta de credito,Mañana
V2667,Sucursal 2,2023-01-22,6,Zapatos deportivos,Electronica,120.0,6,2700.0,E2,Ana Garcia,5,0,Zona 2,Cuenca,PayPal,Tarde
V2668,Sucursal 2,2023-02-25,2,Pantalones,Accesorios,60.0,8,280.0,E4,Carlos Perez,1,10,Zona 3,Ambato,Efectivo,Tarde
